userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1373644812620000410,2013-07-13,00:00:12,2013-07-13,00:20:27,41.154075,-8.630577,41.137101,-8.616105,3510342,3504597
1373644822620000267,2013-07-13,00:00:22,2013-07-13,00:11:22,41.182704,-8.600148,41.17878,-8.623863,3521844,3519924
1373644823620000363,2013-07-13,00:00:23,2013-07-13,00:32:53,41.180742,-8.582616,41.168286,-8.59392,3521848,3516098
1373644824620000207,2013-07-13,00:00:24,2013-07-13,00:17:54,41.154174,-8.647785,41.206023,-8.541216,3510339,3531436
1373644829620000516,2013-07-13,00:00:29,2013-07-13,00:12:44,41.140674,-8.61552,41.163993,-8.611083,3506513,3514178
1373644832620000455,2013-07-13,00:00:32,2013-07-13,00:22:17,41.14881,-8.672787,41.133213,-8.613036,3508418,3502682
1373644856620000470,2013-07-13,00:00:56,2013-07-13,00:06:26,41.164443,-8.632341,41.175639,-8.610057,3514174,3519926
1373644861620000606,2013-07-13,00:01:01,2013-07-13,00:31:31,41.148018,-8.619903,41.152365,-8.598357,3508429,3510349
1373644882620000129,2013-07-13,00:01:22,2013-07-13,00:01:37,41.240133,-8.690067,41.240286,-8.689995,3544818,3544819
1373644898620000032,2013-07-13,00:01:38,2013-07-13,00:15:23,41.154309,-8.649387,41.148837,-8.585676,3510339,3508435
1373644926620000398,2013-07-13,00:02:06,2013-07-13,00:14:36,41.154327,-8.64945,41.152023,-8.605062,3510339,3510347
1373644929620000026,2013-07-13,00:02:09,2013-07-13,00:14:24,41.15025,-8.607114,41.157261,-8.589186,3510347,3512267
1373644941620000506,2013-07-13,00:02:21,2013-07-13,00:22:36,41.148063,-8.619858,41.170032,-8.659323,3508429,3518001
1373644946620000053,2013-07-13,00:02:26,2013-07-13,00:11:56,41.161095,-8.641071,41.238162,-8.67042,3514172,3542906
1373644947620000039,2013-07-13,00:02:27,2013-07-13,00:18:27,41.170824,-8.628777,41.18004,-8.604297,3518007,3521844
1373644950620000154,2013-07-13,00:02:30,2013-07-13,00:12:15,41.150223,-8.606997,41.16609,-8.578431,3510347,3516101
1373644984620000600,2013-07-13,00:03:04,2013-07-13,00:17:34,41.146092,-8.617698,41.154237,-8.591211,3508429,3510350
1373644992620000104,2013-07-13,00:03:12,2013-07-13,00:14:57,41.145651,-8.623224,41.160366,-8.609616,3508428,3514179
1373644994620000100,2013-07-13,00:03:14,2013-07-13,00:14:14,41.179644,-8.602839,41.163525,-8.647758,3519928,3514171
1373645009620000446,2013-07-13,00:03:29,2013-07-13,00:19:14,41.14692,-8.606808,41.183487,-8.59905,3508431,3521845
1373645020620000389,2013-07-13,00:03:40,2013-07-13,00:15:25,41.167314,-8.649639,41.14845,-8.625141,3516087,3508427
1373645042620000037,2013-07-13,00:04:02,2013-07-13,00:12:02,41.183766,-8.602749,41.165613,-8.583003,3521844,3516100
1373645054620000594,2013-07-13,00:04:14,2013-07-13,00:21:29,41.161428,-8.65692,41.151888,-8.60715,3514169,3510347
1373645096620000013,2013-07-13,00:04:56,2013-07-13,00:14:11,41.14611,-8.617662,41.151852,-8.647344,3508429,3510339
1373645129620000483,2013-07-13,00:05:29,2013-07-13,00:24:44,41.14854,-8.612091,41.237514,-8.670222,3508430,3542906
1373645143620000671,2013-07-13,00:05:43,2013-07-13,00:22:58,41.14071,-8.615592,41.156595,-8.653851,3506513,3512254
1373645157620000386,2013-07-13,00:05:57,2013-07-13,00:21:57,41.14854,-8.585649,41.238405,-8.667198,3508435,3542907
1373645167620000596,2013-07-13,00:06:07,2013-07-13,00:34:52,41.159925,-8.640981,41.236668,-8.669799,3512256,3542907
1373645176620000391,2013-07-13,00:06:16,2013-07-13,00:10:01,41.151996,-8.627175,41.152275,-8.617923,3510343,3510345
1373645191620000393,2013-07-13,00:06:31,2013-07-13,00:16:01,41.14845,-8.585973,41.142465,-8.550693,3508435,3506526
1373645208620000113,2013-07-13,00:06:48,2013-07-13,00:30:48,41.161158,-8.604189,41.166999,-8.626752,3514180,3516091
1373645209620000015,2013-07-13,00:06:49,2013-07-13,00:19:04,41.160843,-8.621055,41.179077,-8.679564,3514176,3519913
1373645225620000400,2013-07-13,00:07:05,2013-07-13,00:25:35,41.163363,-8.615322,41.17068,-8.656371,3514177,3518001
1373645225620000330,2013-07-13,00:07:05,2013-07-13,00:23:35,41.157315,-8.630145,41.23737,-8.66997,3512258,3542907
