userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1373299201620000243,2013-07-09,00:00:01,2013-07-09,00:14:31,41.153121,-8.583354,41.130612,-8.606502,3510352,3502683
1373299220620000516,2013-07-09,00:00:20,2013-07-09,00:01:50,41.147091,-8.606979,41.147784,-8.610192,3508431,3508430
1373299224620000626,2013-07-09,00:00:24,2013-07-09,00:08:24,41.148792,-8.585676,41.158809,-8.601264,3508435,3512264
1373299229620000541,2013-07-09,00:00:29,2013-07-09,00:13:59,41.156514,-8.626473,41.148585,-8.600562,3512259,3508432
1373299238620000687,2013-07-09,00:00:38,2013-07-09,00:12:08,41.148567,-8.585649,41.145417,-8.607321,3508435,3508431
1373299242620000138,2013-07-09,00:00:42,2013-07-09,00:23:27,41.14377,-8.615709,41.193297,-8.655534,3506513,3525665
1373299245620000514,2013-07-09,00:00:45,2013-07-09,00:03:45,41.147199,-8.622531,41.142969,-8.616564,3508428,3506513
1373299261620000187,2013-07-09,00:01:01,2013-07-09,00:10:01,41.145867,-8.612604,41.153481,-8.646138,3508430,3510339
1373299262620000229,2013-07-09,00:01:02,2013-07-09,00:09:47,41.147055,-8.633178,41.169339,-8.65251,3508426,3516086
1373299264620000608,2013-07-09,00:01:04,2013-07-09,00:09:34,41.146182,-8.617644,41.155803,-8.609256,3508429,3512263
1373299289620000142,2013-07-09,00:01:29,2013-07-09,00:25:29,41.141763,-8.614566,41.148585,-8.669889,3506514,3508419
1373299291620000476,2013-07-09,00:01:31,2013-07-09,00:15:01,41.170824,-8.628786,41.176917,-8.587863,3518007,3519931
1373299306620000410,2013-07-09,00:01:46,2013-07-09,00:13:31,41.155146,-8.608176,41.177565,-8.571393,3512263,3519934
1373299329620000515,2013-07-09,00:02:09,2013-07-09,00:08:39,41.145885,-8.612577,41.159835,-8.609823,3508430,3512263
1373299339620000472,2013-07-09,00:02:19,2013-07-09,00:08:04,41.148567,-8.585901,41.15097,-8.599176,3508435,3510349
1373299341620000120,2013-07-09,00:02:21,2013-07-09,00:16:36,41.150997,-8.605557,41.161257,-8.640504,3510347,3514172
1373299345620000027,2013-07-09,00:02:25,2013-07-09,00:16:25,41.144733,-8.606385,41.163912,-8.620281,3506515,3514176
1373299349620000446,2013-07-09,00:02:29,2013-07-09,00:03:29,41.160033,-8.576622,41.161761,-8.572176,3514185,3514186
1373299364620000160,2013-07-09,00:02:44,2013-07-09,00:13:14,41.148558,-8.585811,41.148207,-8.586018,3508435,3508435
1373299375620000230,2013-07-09,00:02:55,2013-07-09,00:22:40,41.159718,-8.639973,41.242518,-8.725149,3512257,3544811
1373299377620000328,2013-07-09,00:02:57,2013-07-09,00:14:57,41.148495,-8.585694,41.137578,-8.596548,3508435,3504601
1373299382620000249,2013-07-09,00:03:02,2013-07-09,00:13:47,41.161707,-8.632269,41.14638,-8.624628,3514174,3508428
1373299390620000435,2013-07-09,00:03:10,2013-07-09,00:15:25,41.145714,-8.610822,41.159853,-8.63082,3508430,3512258
1373299395620000621,2013-07-09,00:03:15,2013-07-09,00:12:45,41.160933,-8.60976,41.15025,-8.622612,3514179,3510344
1373299395620000041,2013-07-09,00:03:15,2013-07-09,00:12:15,41.148873,-8.58564,41.147838,-8.606421,3508435,3508431
1373299397620000460,2013-07-09,00:03:17,2013-07-09,00:12:17,41.148639,-8.585703,41.163579,-8.662536,3508435,3514168
1373299397620000486,2013-07-09,00:03:17,2013-07-09,00:30:02,41.156982,-8.645418,41.207067,-8.327898,3512255,3531479
1373299403620000154,2013-07-09,00:03:23,2013-07-09,00:11:38,41.129136,-8.606232,41.098608,-8.636031,3500767,3489265
1373299408620000393,2013-07-09,00:03:28,2013-07-09,00:09:28,41.148513,-8.585883,41.146839,-8.603883,3508435,3508432
1373299417620000281,2013-07-09,00:03:37,2013-07-09,00:15:22,41.148531,-8.585676,41.140413,-8.613126,3508435,3506514
1373299421620000315,2013-07-09,00:03:41,2013-07-09,00:27:41,41.144733,-8.606448,41.1633,-8.68347,3506515,3514164
1373299442620000009,2013-07-09,00:04:02,2013-07-09,00:12:32,41.148522,-8.585667,41.152266,-8.606313,3508435,3510347
1373299469620000527,2013-07-09,00:04:29,2013-07-09,00:17:14,41.162733,-8.591283,41.154921,-8.613261,3514182,3510346
1373299478620000109,2013-07-09,00:04:38,2013-07-09,00:13:08,41.148513,-8.585712,41.145426,-8.607411,3508435,3508431
1373299484620000046,2013-07-09,00:04:44,2013-07-09,00:10:29,41.169771,-8.628768,41.161887,-8.639955,3516091,3514173
1373299498620000267,2013-07-09,00:04:58,2013-07-09,00:20:43,41.168088,-8.689338,41.236983,-8.670213,3516079,3542906
1373299500620000254,2013-07-09,00:05:00,2013-07-09,00:11:15,41.155416,-8.643708,41.153265,-8.670645,3512256,3510334
1373299501620000257,2013-07-09,00:05:01,2013-07-09,00:11:31,41.160978,-8.628642,41.15331,-8.63964,3514175,3510341
1373299510620000464,2013-07-09,00:05:10,2013-07-09,00:33:10,41.173506,-8.589816,41.174118,-8.610048,3518015,3518010
1373299511620000524,2013-07-09,00:05:11,2013-07-09,00:16:26,41.154084,-8.649567,41.141025,-8.61021,3510339,3506514
1373299514620000157,2013-07-09,00:05:14,2013-07-09,00:12:44,41.16114,-8.60481,41.148099,-8.599212,3514180,3508433
1373299518620000146,2013-07-09,00:05:18,2013-07-09,00:22:18,41.147982,-8.642763,41.154543,-8.648037,3508424,3510339
1373299522620000159,2013-07-09,00:05:22,2013-07-09,00:19:07,41.148531,-8.585757,41.145354,-8.607339,3508435,3508431
1373299528620000055,2013-07-09,00:05:28,2013-07-09,00:11:43,41.147874,-8.609211,41.161689,-8.627985,3508431,3514175
1373299543620000151,2013-07-09,00:05:43,2013-07-09,00:16:43,41.148441,-8.585649,41.14557,-8.607528,3508435,3508431
1373299555620000037,2013-07-09,00:05:55,2013-07-09,00:13:25,41.15349,-8.606997,41.151825,-8.60598,3510347,3510347
1373299564620000352,2013-07-09,00:06:04,2013-07-09,00:10:34,41.157081,-8.61093,41.159781,-8.613324,3512262,3512262
1373299574620000665,2013-07-09,00:06:14,2013-07-09,00:11:14,41.166639,-8.613297,41.159259,-8.604486,3516094,3512264
1373299608620000617,2013-07-09,00:06:48,2013-07-09,00:13:18,41.144697,-8.606475,41.151492,-8.625843,3506515,3510343
1373299632620000468,2013-07-09,00:07:12,2013-07-09,00:20:27,41.167494,-8.63244,41.173821,-8.68878,3516090,3517995
1373299640620000440,2013-07-09,00:07:20,2013-07-09,00:12:50,41.15745,-8.6283,41.161167,-8.615601,3512259,3514177
1373299646620000557,2013-07-09,00:07:26,2013-07-09,00:18:26,41.147712,-8.609301,41.161311,-8.640792,3508431,3514172
1373299652620000562,2013-07-09,00:07:32,2013-07-09,00:18:47,41.14107,-8.61381,41.163075,-8.584587,3506514,3514184
1373299677620000010,2013-07-09,00:07:57,2013-07-09,00:23:12,41.148531,-8.58591,41.232744,-8.624061,3508435,3541000
1373299700620000663,2013-07-09,00:08:20,2013-07-09,00:13:35,41.145696,-8.610885,41.15556,-8.627553,3508430,3512259
1373299720620000190,2013-07-09,00:08:40,2013-07-09,00:22:10,41.157234,-8.58861,41.177889,-8.652564,3512267,3519918
1373299724620000163,2013-07-09,00:08:44,2013-07-09,00:24:59,41.148009,-8.619885,41.155074,-8.677656,3508429,3512249
1373299731620000235,2013-07-09,00:08:51,2013-07-09,00:14:51,41.157333,-8.628237,41.161158,-8.640396,3512259,3514172
1373299733620000672,2013-07-09,00:08:53,2013-07-09,00:17:53,41.149125,-8.599221,41.175738,-8.585712,3508433,3519931
1373299737620000409,2013-07-09,00:08:57,2013-07-09,00:15:57,41.160312,-8.609589,41.148288,-8.606313,3514179,3508431
1373299767620000591,2013-07-09,00:09:27,2013-07-09,00:21:57,41.157315,-8.625807,41.148873,-8.585658,3512259,3508435
1373299770620000363,2013-07-09,00:09:30,2013-07-09,00:39:45,41.181696,-8.58141,41.168385,-8.593713,3521848,3516098
1373299796620000174,2013-07-09,00:09:56,2013-07-09,00:17:41,41.141151,-8.613927,41.14845,-8.625195,3506514,3508427
1373299807620000351,2013-07-09,00:10:07,2013-07-09,00:23:07,41.146668,-8.603856,41.159421,-8.638299,3508432,3512257
1373299836620000668,2013-07-09,00:10:36,2013-07-09,00:20:06,41.148513,-8.585856,41.140386,-8.612982,3508435,3506514
1373299838620000392,2013-07-09,00:10:38,2013-07-09,00:18:08,41.157405,-8.628246,41.146434,-8.611659,3512259,3508430
1373299851620000066,2013-07-09,00:10:51,2013-07-09,00:30:06,41.166072,-8.56971,41.154903,-8.617104,3516103,3510345
1373299902620000608,2013-07-09,00:11:42,2013-07-09,00:15:42,41.160411,-8.609616,41.147127,-8.610804,3514179,3508430
1373299913620000114,2013-07-09,00:11:53,2013-07-09,00:23:53,41.159088,-8.683596,41.1543,-8.64972,3512248,3510339
1373299933620000682,2013-07-09,00:12:13,2013-07-09,00:19:28,41.145741,-8.611011,41.163696,-8.631162,3508430,3514174
1373299964620000041,2013-07-09,00:12:44,2013-07-09,00:25:14,41.147892,-8.606448,41.161248,-8.640729,3508431,3514172
1373299993620000044,2013-07-09,00:13:13,2013-07-09,00:33:13,41.160384,-8.621991,41.236893,-8.670348,3514176,3542906
1373300002620000623,2013-07-09,00:13:22,2013-07-09,00:23:22,41.176359,-8.668827,41.17086,-8.638587,3519915,3518005
1373300002620000071,2013-07-09,00:13:22,2013-07-09,00:28:52,41.149476,-8.611047,41.166333,-8.665569,3508430,3516083
1373300034620000426,2013-07-09,00:13:54,2013-07-09,00:23:54,41.164893,-8.642097,41.154291,-8.673912,3514172,3510334
1373300037620000092,2013-07-09,00:13:57,2013-07-09,00:16:27,41.162697,-8.591229,41.169609,-8.589348,3514182,3516099
1373300039620000308,2013-07-09,00:13:59,2013-07-09,00:28:14,41.153859,-8.658225,41.159295,-8.580645,3510337,3512268
1373300040620000268,2013-07-09,00:14:00,2013-07-09,00:25:15,41.149926,-8.606484,41.161095,-8.640828,3508431,3514172
1373300043620000329,2013-07-09,00:14:03,2013-07-09,00:30:03,41.179239,-8.62947,41.178924,-8.689419,3519923,3519911
1373300060620000502,2013-07-09,00:14:20,2013-07-09,00:28:05,41.159799,-8.63991,41.145561,-8.61057,3512257,3508430
