userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1375545603620000005,2013-08-04,00:00:03,2013-08-04,00:12:18,41.148261,-8.585766,41.148342,-8.585649,3508435,3508435
1375545647620000615,2013-08-04,00:00:47,2013-08-04,00:12:47,41.144661,-8.606367,41.170014,-8.611452,3506515,3518010
1375545691620000667,2013-08-04,00:01:31,2013-08-04,00:09:31,41.158962,-8.629983,41.159889,-8.659908,3512259,3512253
1375545700620000195,2013-08-04,00:01:40,2013-08-04,00:24:40,41.146866,-8.603784,41.135337,-8.598717,3508432,3504601
1375545707620000235,2013-08-04,00:01:47,2013-08-04,00:10:32,41.157828,-8.627544,41.166954,-8.649612,3512259,3516087
1375545716620000273,2013-08-04,00:01:56,2013-08-04,01:59:56,41.165163,-8.596782,39.619386,-8.689311,3516097,2922119
1375545718620000393,2013-08-04,00:01:58,2013-08-04,00:06:58,41.148612,-8.585586,41.155587,-8.576622,3508435,3512269
1375545719620000023,2013-08-04,00:01:59,2013-08-04,00:16:14,41.161527,-8.656821,41.141106,-8.610147,3514169,3506514
1375545770620000565,2013-08-04,00:02:50,2013-08-04,00:14:05,41.153067,-8.618265,41.163138,-8.584281,3510345,3514184
1375545798620000303,2013-08-04,00:03:18,2013-08-04,00:14:48,41.157135,-8.628417,41.155677,-8.668791,3512259,3512251
1375545814620000268,2013-08-04,00:03:34,2013-08-04,00:25:34,41.149053,-8.585847,41.240007,-8.668863,3508435,3544823
1375545843620000625,2013-08-04,00:04:03,2013-08-04,00:10:33,41.141295,-8.613873,41.15259,-8.629911,3506514,3510343
1375545871620000226,2013-08-04,00:04:31,2013-08-04,00:14:46,41.157504,-8.630316,41.181174,-8.654274,3512258,3521834
1375545873620000376,2013-08-04,00:04:33,2013-08-04,00:19:48,41.157378,-8.628147,41.180022,-8.690319,3512259,3521826
1375545881620000320,2013-08-04,00:04:41,2013-08-04,00:39:11,41.126616,-8.637552,41.1606,-8.616195,3500761,3514177
1375545887620000089,2013-08-04,00:04:47,2013-08-04,00:12:17,41.163237,-8.676063,41.165163,-8.648604,3514165,3516087
1375545952620000623,2013-08-04,00:05:52,2013-08-04,00:13:07,41.148567,-8.585631,41.145732,-8.607213,3508435,3508431
1375545972620000653,2013-08-04,00:06:12,2013-08-04,00:14:12,41.140719,-8.615493,41.157423,-8.604594,3506513,3512264
1375545980620000157,2013-08-04,00:06:20,2013-08-04,00:22:05,41.173821,-8.688933,41.163687,-8.585766,3517995,3514183
1375545985620000514,2013-08-04,00:06:25,2013-08-04,00:20:55,41.145741,-8.610885,41.149917,-8.572743,3508430,3508438
1375546030620000658,2013-08-04,00:07:10,2013-08-04,00:12:55,41.142672,-8.602452,41.156127,-8.604765,3506516,3512264
1375546048620000049,2013-08-04,00:07:28,2013-08-04,00:22:13,41.151339,-8.59752,41.148333,-8.658882,3510349,3508421
1375546070620000504,2013-08-04,00:07:50,2013-08-04,00:13:35,41.16051,-8.628408,41.154084,-8.647254,3514175,3510339
1375546098620000068,2013-08-04,00:08:18,2013-08-04,00:13:33,41.164371,-8.632413,41.182047,-8.613522,3514174,3521842
1375546104620000612,2013-08-04,00:08:24,2013-08-04,00:20:09,41.161473,-8.656785,41.157234,-8.573319,3514169,3512270
1375546155620000017,2013-08-04,00:09:15,2013-08-04,00:17:30,41.179716,-8.570799,41.169789,-8.599329000000001,3519934,3516097
1375546156620000678,2013-08-04,00:09:16,2013-08-04,00:13:16,41.141196,-8.613828,41.148351,-8.606277,3506514,3508431
1375546182620000502,2013-08-04,00:09:42,2013-08-04,00:54:42,41.13927,-8.609175,41.236794,-8.670024,3504599,3542906
1375546190620000310,2013-08-04,00:09:50,2013-08-04,00:23:50,41.14755,-8.614971,41.160006,-8.659845,3508430,3514169
1375546195620000217,2013-08-04,00:09:55,2013-08-04,01:23:25,41.146155,-8.61183,41.142798,-8.611776,3508430,3506514
1375546220620000496,2013-08-04,00:10:20,2013-08-04,00:13:50,41.14467,-8.606475,41.147397,-8.60805,3506515,3508431
1375546240620000271,2013-08-04,00:10:40,2013-08-04,00:13:55,41.145912,-8.610714,41.148,-8.605152,3508430,3508431
1375546258620000140,2013-08-04,00:10:58,2013-08-04,00:19:28,41.137857,-8.612469,41.148315,-8.606142,3504598,3508431
1375546289620000178,2013-08-04,00:11:29,2013-08-04,00:22:59,41.154381,-8.613261,41.166531,-8.596035,3510346,3516097
1375546300620000042,2013-08-04,00:11:40,2013-08-04,00:31:55,41.146155,-8.617653,41.168259,-8.68923,3508429,3516079
1375546351620000015,2013-08-04,00:12:31,2013-08-04,00:26:16,41.161086,-8.6211,41.173308,-8.591733,3514176,3518014
1375546362620000005,2013-08-04,00:12:42,2013-08-04,00:18:12,41.148351,-8.585658,41.148351,-8.585631,3508435,3508435
1375546366620000492,2013-08-04,00:12:46,2013-08-04,00:17:31,41.160321,-8.609652,41.146362,-8.610057,3514179,3508430
1375546378620000435,2013-08-04,00:12:58,2013-08-04,00:29:58,41.145831,-8.610876,41.235633,-8.669673,3508430,3542907
1375546451620000229,2013-08-04,00:14:11,2013-08-04,00:19:11,41.14611,-8.612523,41.145462,-8.607492,3508430,3508431
1375546486620000073,2013-08-04,00:14:46,2013-08-04,00:24:16,41.163138,-8.612622,41.165082,-8.648064,3514178,3516087
1375546488620000012,2013-08-04,00:14:48,2013-08-04,00:25:03,41.165046,-8.679258,41.149377,-8.649018,3516081,3508423
1375546589620000309,2013-08-04,00:16:29,2013-08-04,00:29:59,41.153877,-8.674065,41.155569,-8.602614,3510334,3512264
1375546615620000023,2013-08-04,00:16:55,2013-08-04,00:26:10,41.141052,-8.610147,41.148639,-8.585955,3506514,3508435
1375546626620000451,2013-08-04,00:17:06,2013-08-04,00:26:51,41.150529,-8.646588,41.169789,-8.649234,3510339,3516087
1375546652620000066,2013-08-04,00:17:32,2013-08-04,00:27:02,41.163138,-8.584407,41.16438,-8.624358,3514184,3514176
1375546665620000333,2013-08-04,00:17:45,2013-08-04,00:20:00,41.148477,-8.624907,41.144787,-8.617095,3508428,3506513
