userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1375200011620000267,2013-07-31,00:00:11,2013-07-31,00:05:11,41.175486,-8.627733,41.154984,-8.648919,3519923,3510339
1375200014620000623,2013-07-31,00:00:14,2013-07-31,00:15:14,41.148558,-8.58564,41.148693,-8.616195,3508435,3508429
1375200023620000453,2013-07-31,00:00:23,2013-07-31,00:05:08,41.151105,-8.609445,41.160024,-8.600859,3510347,3514180
1375200029620000030,2013-07-31,00:00:29,2013-07-31,00:11:14,41.18274,-8.600166,41.160429,-8.641548,3521844,3514172
1375200035620000473,2013-07-31,00:00:35,2013-07-31,00:25:20,41.180796,-8.582796,41.181156,-8.583084,3521848,3521848
1375200087620000020,2013-07-31,00:01:27,2013-07-31,00:12:57,41.161149,-8.604837,41.157198,-8.625222,3514180,3512259
1375200127620000095,2013-07-31,00:02:07,2013-07-31,00:09:37,41.175747,-8.650521,41.173803,-8.680653,3519918,3517996
1375200132620000186,2013-07-31,00:02:12,2013-07-31,00:07:27,41.168034,-8.610273,41.165361,-8.596863,3516094,3516097
1375200156620000142,2013-07-31,00:02:36,2013-07-31,00:12:21,41.144769,-8.611488,41.151771,-8.64738,3506514,3510339
1375200159620000653,2013-07-31,00:02:39,2013-07-31,00:09:39,41.157486,-8.628273,41.152311,-8.606934,3512259,3510347
1375200160620000523,2013-07-31,00:02:40,2013-07-31,00:12:25,41.155209,-8.608185,41.177565,-8.571348,3512263,3519934
1375200181620000315,2013-07-31,00:03:01,2013-07-31,00:06:46,41.144706,-8.606547,41.147379,-8.620929,3506515,3508428
1375200185620000114,2013-07-31,00:03:05,2013-07-31,00:16:05,41.157513,-8.628183,41.168169,-8.689329,3512259,3516079
1375200214620000137,2013-07-31,00:03:34,2013-07-31,00:24:04,41.151888,-8.627175,41.148882,-8.585676,3510343,3508435
1375200218620000571,2013-07-31,00:03:38,2013-07-31,00:16:38,41.148504,-8.585586,41.181363,-8.612739,3508435,3521842
1375200220620000494,2013-07-31,00:03:40,2013-07-31,00:12:55,41.160474,-8.609625,41.179698,-8.613828,3514179,3519926
1375200221620000617,2013-07-31,00:03:41,2013-07-31,00:12:26,41.162832,-8.591274,41.158773,-8.627553,3514182,3512259
1375200224620000280,2013-07-31,00:03:44,2013-07-31,00:09:59,41.18274,-8.600067,41.181444,-8.630424,3521844,3521838
1375200236620000002,2013-07-31,00:03:56,2013-07-31,00:09:41,41.169708,-8.589276,41.159358,-8.580195,3516099,3512268
1375200239620000353,2013-07-31,00:03:59,2013-07-31,00:08:29,41.165793,-8.587809,41.167098,-8.579943,3516099,3516101
1375200268620000249,2013-07-31,00:04:28,2013-07-31,00:17:43,41.147289,-8.616177,41.140755,-8.636022,3508429,3506509
1375200292620000042,2013-07-31,00:04:52,2013-07-31,00:13:37,41.157558,-8.628255,41.161824,-8.592831,3512259,3514182
1375200311620000674,2013-07-31,00:05:11,2013-07-31,00:28:26,41.14863,-8.585631,41.146857,-8.620362,3508435,3508428
1375200332620000192,2013-07-31,00:05:32,2013-07-31,00:28:02,41.153994,-8.626608,41.148702,-8.585847,3510343,3508435
1375200350620000333,2013-07-31,00:05:50,2013-07-31,01:27:05,41.220666,-8.545239,41.216589,-8.543988,3537183,3535268
1375200351620000504,2013-07-31,00:05:51,2013-07-31,04:46:36,41.164461,-8.630397,41.211972,-8.632962,3514174,3533334
1375200358620000010,2013-07-31,00:05:58,2013-07-31,00:12:43,41.161113,-8.621055,41.154264,-8.60976,3514176,3510347
1375200371620000118,2013-07-31,00:06:11,2013-07-31,00:09:41,41.166234,-8.569692,41.173614,-8.565669,3516103,3518019
1375200373620000107,2013-07-31,00:06:13,2013-07-31,00:16:43,41.182758,-8.599626,41.157405,-8.626005,3521845,3512259
1375200383620000272,2013-07-31,00:06:23,2013-07-31,00:17:08,41.159232,-8.644131,41.14782,-8.613243,3512256,3508430
1375200384620000271,2013-07-31,00:06:24,2013-07-31,00:17:39,41.147595,-8.608572,41.112882,-8.628489,3508431,3495015
1375200391620000460,2013-07-31,00:06:31,2013-07-31,00:11:31,41.169456,-8.603541,41.169249,-8.603613,3516096,3516096
1375200404620000393,2013-07-31,00:06:44,2013-07-31,00:17:59,41.148594,-8.585622,41.169582,-8.646435,3508435,3516087
1375200415620000664,2013-07-31,00:06:55,2013-07-31,00:21:25,41.154759,-8.630397,41.131827,-8.580042,3510342,3502688
1375200416620000242,2013-07-31,00:06:56,2013-07-31,00:32:41,41.153526,-8.60931,41.172849,-8.611677,3510347,3518010
1375200437620000172,2013-07-31,00:07:17,2013-07-31,00:14:02,41.152455,-8.66502,41.159394,-8.682489,3510335,3512248
1375200446620000167,2013-07-31,00:07:26,2013-07-31,00:12:41,41.17959,-8.652582,41.179941,-8.641872,3519918,3519920
1375200466620000036,2013-07-31,00:07:46,2013-07-31,00:23:16,41.160186,-8.659755,41.148585,-8.627058,3514169,3508427
