userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1375891220620000506,2013-08-08,00:00:20,2013-08-08,00:09:20,41.145507,-8.607465,41.140989,-8.61498,3508431,3506514
1375891227620000276,2013-08-08,00:00:27,2013-08-08,00:15:42,41.159187,-8.680905,41.142663,-8.57484,3512248,3506522
1375891228620000577,2013-08-08,00:00:28,2013-08-08,00:19:58,41.144058,-8.640594,41.237352,-8.670024,3506508,3542906
1375891229620000432,2013-08-08,00:00:29,2013-08-08,00:13:14,41.162877,-8.637408,41.165136,-8.684721,3514173,3516080
1375891247620000363,2013-08-08,00:00:47,2013-08-08,00:32:47,41.180841,-8.583093,41.167773,-8.595531,3521848,3516097
1375891268620000089,2013-08-08,00:01:08,2013-08-08,00:15:23,41.172345,-8.635617,41.184099,-8.582409,3518005,3521848
1375891340620000242,2013-08-08,00:02:20,2013-08-08,00:22:20,41.164353,-8.632413,41.151555,-8.529597,3514174,3510363
1375891343620000178,2013-08-08,00:02:23,2013-08-08,00:08:53,41.154426,-8.613243,41.163849,-8.620155,3510346,3514176
1375891343620000419,2013-08-08,00:02:23,2013-08-08,00:12:38,41.146011,-8.612667,41.146605,-8.592075,3508430,3508434
1375891356620000017,2013-08-08,00:02:36,2013-08-08,00:08:21,41.180544,-8.582472,41.182047,-8.552664,3521848,3521854
1375891361620000672,2013-08-08,00:02:41,2013-08-08,00:10:26,41.12019,-8.648289,41.130792,-8.667513,3498843,3502671
1375891380620000561,2013-08-08,00:03:00,2013-08-08,00:09:30,41.144598,-8.60652,41.150808,-8.614413,3506515,3510346
1375891423620000421,2013-08-08,00:03:43,2013-08-08,00:10:58,41.154075,-8.604693,41.148954,-8.615898,3510348,3508429
1375891457620000120,2013-08-08,00:04:17,2013-08-08,00:13:02,41.144508,-8.606493,41.150349,-8.595162,3506515,3510349
1375891459620000007,2013-08-08,00:04:19,2013-08-08,00:15:34,41.164407,-8.632332,41.158908,-8.680815,3514174,3512248
1375891460620000015,2013-08-08,00:04:20,2013-08-08,00:18:20,41.157666,-8.627634,41.148756,-8.585721,3512259,3508435
1375891463620000492,2013-08-08,00:04:23,2013-08-08,00:20:38,41.153994,-8.621028,41.143014,-8.595675,3510344,3506517
1375891471620000171,2013-08-08,00:04:31,2013-08-08,00:20:16,41.149197,-8.599131,41.167503,-8.619012,3508433,3516093
1375891473620000653,2013-08-08,00:04:33,2013-08-08,00:09:33,41.157252,-8.625258,41.157234,-8.613882,3512259,3512262
1375891501620000902,2013-08-08,00:05:01,2013-08-08,00:22:31,41.161194,-8.640648,41.129487,-8.620182,3514172,3500764
1375891540620000314,2013-08-08,00:05:40,2013-08-08,00:27:10,41.163111,-8.664354,41.161239,-8.599581,3514168,3514181
1375891540620000542,2013-08-08,00:05:40,2013-08-08,00:11:40,41.1669,-8.613072,41.150844,-8.605845,3516094,3510347
1375891571620000541,2013-08-08,00:06:11,2013-08-08,00:16:26,41.148603,-8.585721,41.153094,-8.610021,3508435,3510346
1375891572620000606,2013-08-08,00:06:12,2013-08-08,00:18:42,41.148036,-8.619858,41.098581,-8.631765,3508429,3489266
1375891572620000687,2013-08-08,00:06:12,2013-08-08,00:18:42,41.180778,-8.582409,41.14953,-8.604594,3521848,3508432
1375891588620000255,2013-08-08,00:06:28,2013-08-08,00:12:28,41.143491,-8.576496,41.140863,-8.60994,3506521,3506515
1375891588620000038,2013-08-08,00:06:28,2013-08-08,00:12:28,41.148864,-8.609445,41.148954,-8.612082,3508431,3508430
1375891603620000684,2013-08-08,00:06:43,2013-08-08,00:16:13,41.146749,-8.602056,41.18085,-8.583354,3508432,3521848
1375891647620000359,2013-08-08,00:07:27,2013-08-08,00:49:57,41.164155,-8.632809,41.165703,-8.632539,3514174,3516090
1375891651620000001,2013-08-08,00:07:31,2013-08-08,00:12:46,41.16321,-8.58429,41.150052,-8.590752,3514184,3510350
1375891748620000173,2013-08-08,00:09:08,2013-08-08,00:21:08,41.141304,-8.613963,41.149575,-8.604189,3506514,3508432
1375891752620000620,2013-08-08,00:09:12,2013-08-08,00:20:12,41.150349,-8.60697,41.166603,-8.651412,3510347,3516086
1375891769620000387,2013-08-08,00:09:29,2013-08-08,00:15:59,41.153229,-8.62632,41.161068,-8.609733,3510343,3514179
1375891782620000499,2013-08-08,00:09:42,2013-08-08,00:42:42,41.153589,-8.605674,41.23278,-8.667702,3510347,3540991
1375891784620000494,2013-08-08,00:09:44,2013-08-08,00:32:14,41.144562,-8.606547,41.236893,-8.669898,3506515,3542907
1375891799620000436,2013-08-08,00:09:59,2013-08-08,00:51:14,41.146119,-8.640117,41.237775,-8.670168,3508424,3542906
1375891833620000448,2013-08-08,00:10:33,2013-08-08,00:27:18,41.182722,-8.600085,41.154759,-8.578476,3521844,3510353
1375891841620000101,2013-08-08,00:10:41,2013-08-08,00:25:41,41.137785,-8.612991,41.154381,-8.631369,3504598,3510342
1375891843620000678,2013-08-08,00:10:43,2013-08-08,00:22:13,41.148072,-8.619858,41.149836,-8.610264,3508429,3508430
1375891883620000201,2013-08-08,00:11:23,2013-08-08,00:26:38,41.147838,-8.608554,41.167647,-8.612073,3508431,3516094
1375891886620000529,2013-08-08,00:11:26,2013-08-08,00:22:11,41.15025,-8.658738,41.169537,-8.646624,3510337,3516087
1375891902620000067,2013-08-08,00:11:42,2013-08-08,00:20:27,41.172831,-8.612154,41.182515,-8.604054,3518010,3521844
1375891942620000271,2013-08-08,00:12:22,2013-08-08,00:26:37,41.14224,-8.619777,41.15655,-8.668998,3506513,3512251
1375891968620000901,2013-08-08,00:12:48,2013-08-08,00:46:03,41.178141,-8.614161,41.146353,-8.584398,3519926,3508436
1375891985620000333,2013-08-08,00:13:05,2013-08-08,04:18:50,41.201793,-8.535618,41.213601,-8.581032,3529521,3533344
1375891986620000674,2013-08-08,00:13:06,2013-08-08,00:25:06,41.148558,-8.585667,41.176809,-8.611461,3508435,3519926
1375892021620000600,2013-08-08,00:13:41,2013-08-08,00:25:41,41.147991,-8.61984,41.164281,-8.666883,3508429,3514167
1375892041620000190,2013-08-08,00:14:01,2013-08-08,00:25:46,41.144571,-8.60652,41.16204,-8.605872,3506515,3514179
1375892043620000197,2013-08-08,00:14:03,2013-08-08,00:25:18,41.142402,-8.615448,41.145912,-8.614521,3506513,3508430
1375892055620000098,2013-08-08,00:14:15,2013-08-08,00:18:45,41.180535,-8.582499,41.166477,-8.587377,3521848,3516099
1375892079620000005,2013-08-08,00:14:39,2013-08-08,00:20:09,41.157675,-8.62767,41.163588,-8.628831,3512259,3514175
1375892095620000066,2013-08-08,00:14:55,2013-08-08,00:26:25,41.163129,-8.584371,41.184792,-8.581518,3514184,3521848
1375892101620000608,2013-08-08,00:15:01,2013-08-08,00:24:01,41.149161,-8.599239,41.149908,-8.61003,3508433,3508430
1375892133620000446,2013-08-08,00:15:33,2013-08-08,00:22:18,41.153625,-8.605638,41.163894,-8.606349,3510347,3514179
1375892152620000465,2013-08-08,00:15:52,2013-08-08,00:39:07,41.172759,-8.612253,41.175045,-8.609499,3518010,3519927
1375892167620000022,2013-08-08,00:16:07,2013-08-08,00:25:22,41.182686,-8.600175,41.18067,-8.635077,3521844,3521837
1375892207620000619,2013-08-08,00:16:47,2013-08-08,00:31:02,41.179635,-8.602938,41.194404,-8.568099,3519928,3525683
1375892226620000667,2013-08-08,00:17:06,2013-08-08,00:40:51,41.150403,-8.606781,41.148837,-8.585622,3510347,3508435
1375892237620000246,2013-08-08,00:17:17,2013-08-08,00:29:47,41.15052,-8.606844,41.136318,-8.608311,3510347,3504599
1375892274620000020,2013-08-08,00:17:54,2013-08-08,00:31:54,41.161086,-8.604171,41.169942,-8.654445,3514180,3516086
