userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1377619208620000388,2013-08-28,00:00:08,2013-08-28,00:09:08,41.141223,-8.613864,41.137191,-8.615016,3506514,3504597
1377619231620000030,2013-08-28,00:00:31,2013-08-28,00:09:31,41.182713,-8.600076,41.169438,-8.612766,3521844,3516094
1377619233620000334,2013-08-28,00:00:33,2013-08-28,00:10:48,41.148603,-8.585631,41.177187,-8.610849,3508435,3519926
1377619235620000547,2013-08-28,00:00:35,2013-08-28,00:11:05,41.15493,-8.630658,41.174721,-8.649234,3510342,3518003
1377619236620000215,2013-08-28,00:00:36,2013-08-28,00:17:51,41.157576,-8.630415,41.17977,-8.628291,3512258,3519923
1377619262620000137,2013-08-28,00:01:02,2013-08-28,00:06:32,41.163174,-8.58429,41.157243,-8.596008,3514184,3512265
1377619279620000217,2013-08-28,00:01:19,2013-08-28,00:15:49,41.148432,-8.614089,41.164479,-8.632521,3508430,3514174
1377619287620000695,2013-08-28,00:01:27,2013-08-28,00:10:12,41.140647,-8.615574,41.1507,-8.611011,3506513,3510346
1377619303620000039,2013-08-28,00:01:43,2013-08-28,00:12:58,41.141223,-8.613855,41.144166,-8.640387,3506514,3506508
1377619307620000446,2013-08-28,00:01:47,2013-08-28,00:17:17,41.150817,-8.622972,41.148531,-8.586081,3510344,3508435
1377619324620000037,2013-08-28,00:02:04,2013-08-28,00:15:04,41.14917,-8.599266,41.148351,-8.629083,3508433,3508427
1377619352620000482,2013-08-28,00:02:32,2013-08-28,00:14:02,41.148594,-8.58564,41.148036,-8.548758,3508435,3508443
1377619353620000455,2013-08-28,00:02:33,2013-08-28,00:17:03,41.140665,-8.615502,41.12379,-8.614764,3506513,3498850
1377619369620000662,2013-08-28,00:02:49,2013-08-28,00:15:49,41.145642,-8.610867,41.147883,-8.606475,3508430,3508431
1377619409620000116,2013-08-28,00:03:29,2013-08-28,00:10:44,41.154912,-8.630649,41.145579,-8.615187,3510342,3508429
1377619437620000409,2013-08-28,00:03:57,2013-08-28,00:24:12,41.141394,-8.613954,41.185827,-8.539965,3506514,3523773
1377619438620000140,2013-08-28,00:03:58,2013-08-28,00:06:58,41.148531,-8.585658,41.148261,-8.585712,3508435,3508435
1377619450620000224,2013-08-28,00:04:10,2013-08-28,00:12:10,41.144643,-8.606502,41.154687,-8.609229,3506515,3510347
