userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1377792006620000529,2013-08-30,00:00:06,2013-08-30,00:09:36,41.173155,-8.636472,41.193639,-8.615331,3518005,3525673
1377792036620000400,2013-08-30,00:00:36,2013-08-30,00:12:06,41.167503,-8.620407,41.167584,-8.590401,3516092,3516098
1377792046620000509,2013-08-30,00:00:46,2013-08-30,00:13:31,41.14683,-8.596467,41.130522,-8.606385,3508433,3502683
1377792066620000040,2013-08-30,00:01:06,2013-08-30,00:16:06,41.150286,-8.607159,41.150853,-8.607141,3510347,3510347
1377792112620000380,2013-08-30,00:01:52,2013-08-30,00:12:07,41.154318,-8.649459,41.160474,-8.68428,3510339,3514164
1377792130620000177,2013-08-30,00:02:10,2013-08-30,00:12:55,41.168151,-8.689302,41.160114,-8.641404,3516079,3514172
1377792181620000054,2013-08-30,00:03:01,2013-08-30,00:15:01,41.141214,-8.614008,41.154147,-8.64999,3506514,3510339
1377792185620000247,2013-08-30,00:03:05,2013-08-30,00:08:50,41.157252,-8.595945,41.164902,-8.616006,3512265,3514177
1377792205620000077,2013-08-30,00:03:25,2013-08-30,00:16:25,41.160987,-8.621064,41.159691,-8.640243,3514176,3512256
1377792218620000042,2013-08-30,00:03:38,2013-08-30,00:11:23,41.147073,-8.606979,41.15061,-8.598537,3508431,3510349
1377792224620000508,2013-08-30,00:03:44,2013-08-30,00:22:29,41.180634,-8.582589,41.171643,-8.661636,3521848,3518000
1377792233620000408,2013-08-30,00:03:53,2013-08-30,00:18:38,41.149296,-8.625618,41.148837,-8.585649,3508427,3508435
1377792234620000431,2013-08-30,00:03:54,2013-08-30,00:17:39,41.157657,-8.627589,41.171355,-8.664156,3512259,3518000
1377792247620000242,2013-08-30,00:04:07,2013-08-30,00:12:22,41.163066,-8.584353,41.148441,-8.555508,3514184,3508441
1377792257620000364,2013-08-30,00:04:17,2013-08-30,00:12:47,41.140818,-8.610066,41.132808,-8.61264,3506514,3502682
1377792260620000440,2013-08-30,00:04:20,2013-08-30,00:11:50,41.160951,-8.628723,41.150178,-8.632026,3514175,3510342
1377792261620000171,2013-08-30,00:04:21,2013-08-30,00:16:06,41.169861,-8.628714,41.170338,-8.666028,3516091,3517999
1377792263620000053,2013-08-30,00:04:23,2013-08-30,00:12:38,41.145444,-8.615745,41.138397,-8.610678,3508429,3504598
1377792281620000470,2013-08-30,00:04:41,2013-08-30,00:16:11,41.150268,-8.607033,41.159574,-8.639073,3510347,3512257
1377792282620000662,2013-08-30,00:04:42,2013-08-30,00:16:57,41.172741,-8.61219,41.191236,-8.666604,3518010,3525663
1377792301620000373,2013-08-30,00:05:01,2013-08-30,00:20:46,41.161095,-8.604135,41.190111,-8.639739,3514180,3525669
1377792309620000602,2013-08-30,00:05:09,2013-08-30,00:14:39,41.169618,-8.589312,41.15484,-8.613216,3516099,3510346
1377792313620000435,2013-08-30,00:05:13,2013-08-30,00:15:13,41.160978,-8.628696,41.145147,-8.639694,3514175,3508425
1377792317620000138,2013-08-30,00:05:17,2013-08-30,00:12:17,41.160951,-8.606943,41.161329,-8.608842,3514179,3514179
1377792411620000359,2013-08-30,00:06:51,2013-08-30,00:22:21,41.151978,-8.627184,41.146047,-8.611281,3510343,3508430
1377792413620000525,2013-08-30,00:06:53,2013-08-30,00:16:38,41.148585,-8.58564,41.14323,-8.548209,3508435,3506527
1377792425620000467,2013-08-30,00:07:05,2013-08-30,00:31:20,41.184072,-8.596881,41.15214,-8.612019,3521845,3510346
1377792426620000321,2013-08-30,00:07:06,2013-08-30,00:14:06,41.151348,-8.609517,41.169735,-8.608149,3510347,3516095
1377792436620000092,2013-08-30,00:07:16,2013-08-30,00:17:01,41.152653,-8.633196,41.161095,-8.577972,3510342,3514185
1377792441620000687,2013-08-30,00:07:21,2013-08-30,00:11:36,41.163264,-8.584362,41.160879,-8.596656,3514184,3514181
1377792447620000572,2013-08-30,00:07:27,2013-08-30,00:16:42,41.149269,-8.611083,41.159592,-8.638524,3508430,3512257
1377792455620000409,2013-08-30,00:07:35,2013-08-30,00:18:05,41.148018,-8.619804,41.112639,-8.629785,3508429,3495015
1377792467620000607,2013-08-30,00:07:47,2013-08-30,00:16:32,41.149557,-8.5914,41.150943,-8.602605,3508434,3510348
1377792476620000483,2013-08-30,00:07:56,2013-08-30,00:13:26,41.175342,-8.627751,41.15988,-8.62488,3519923,3512260
1377792521620000260,2013-08-30,00:08:41,2013-08-30,00:12:56,41.158467,-8.575947,41.166306,-8.576451,3512269,3516101
1377792551620000269,2013-08-30,00:09:11,2013-08-30,00:31:41,41.154156,-8.647452,41.150529,-8.606943,3510339,3510347
1377792556620000173,2013-08-30,00:09:16,2013-08-30,00:27:16,41.149188,-8.61084,41.187492,-8.651556,3508430,3523750
1377792566620000235,2013-08-30,00:09:26,2013-08-30,00:26:56,41.157657,-8.627643,41.146038,-8.609823,3512259,3508431
1377792576620000017,2013-08-30,00:09:36,2013-08-30,00:18:06,41.161185,-8.601957,41.150601,-8.592912,3514180,3510350
1377792586620000076,2013-08-30,00:09:46,2013-08-30,00:31:01,41.163129,-8.584362,41.148855,-8.585667,3514184,3508435
1377792607620000184,2013-08-30,00:10:07,2013-08-30,00:17:52,41.164398,-8.632368,41.157423,-8.609094,3514174,3512263
1377792614620000616,2013-08-30,00:10:14,2013-08-30,00:15:59,41.153328,-8.654742,41.147721,-8.662383,3510338,3508420
1377792638620000665,2013-08-30,00:10:38,2013-08-30,00:25:08,41.156163,-8.602326,41.180382,-8.629983,3512264,3521839
1377792642620000497,2013-08-30,00:10:42,2013-08-30,00:14:57,41.182677,-8.600139,41.174316,-8.586558,3521844,3518015
1377792648620000137,2013-08-30,00:10:48,2013-08-30,00:16:03,41.163138,-8.584308,41.154174,-8.595252,3514184,3510349
1377792650620000015,2013-08-30,00:10:50,2013-08-30,00:24:20,41.157351,-8.62812,41.233977,-8.62785,3512259,3540999
