userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1377100807620000189,2013-08-22,00:00:07,2013-08-22,00:03:52,41.154948,-8.630568,41.148918,-8.627013,3510342,3508427
1377100812620000281,2013-08-22,00:00:12,2013-08-22,00:14:27,41.148522,-8.585649,41.15772,-8.669376,3508435,3512251
1377100812620000120,2013-08-22,00:00:12,2013-08-22,00:08:12,41.14782,-8.606448,41.149431,-8.611191,3508431,3508430
1377100831620000092,2013-08-22,00:00:31,2013-08-22,00:03:16,41.180418,-8.582652,41.166567,-8.588547,3521848,3516099
1377100836620000662,2013-08-22,00:00:36,2013-08-22,00:17:06,41.182668,-8.60013,41.219127,-8.612118,3521844,3535254
1377100896620000017,2013-08-22,00:01:36,2013-08-22,00:19:51,41.146704,-8.603892,41.146668,-8.603811,3508432,3508432
1377100906620000363,2013-08-22,00:01:46,2013-08-22,00:32:31,41.180895,-8.583075,41.167926,-8.594937,3521848,3516098
1377100921620000370,2013-08-22,00:02:01,2013-08-22,00:05:46,41.17725,-8.6094,41.174919,-8.592246,3519927,3518014
1377100955620000328,2013-08-22,00:02:35,2013-08-22,00:13:05,41.148522,-8.585667,41.141664,-8.640306,3508435,3506508
1377100958620000452,2013-08-22,00:02:38,2013-08-22,00:14:08,41.182695,-8.600022,41.237388,-8.670258,3521844,3542906
1377100965620000542,2013-08-22,00:02:45,2013-08-22,00:14:15,41.145633,-8.610876,41.154408,-8.649639,3508430,3510339
1377100985620000337,2013-08-22,00:03:05,2013-08-22,00:06:35,41.162508,-8.627751,41.164515,-8.63694,3514175,3514173
1377101005620000488,2013-08-22,00:03:25,2013-08-22,00:16:40,41.157423,-8.630208,41.133231,-8.613234,3512258,3502682
1377101021620000245,2013-08-22,00:03:41,2013-08-22,00:15:56,41.151879,-8.609823,41.180409,-8.652591,3510347,3521834
1377101042620000543,2013-08-22,00:04:02,2013-08-22,00:13:47,41.152707,-8.633205,41.16087,-8.578026,3510342,3514185
1377101065620000389,2013-08-22,00:04:25,2013-08-22,00:17:40,41.172336,-8.591346,41.15214,-8.609976,3518014,3510347
1377101065620000572,2013-08-22,00:04:25,2013-08-22,00:16:25,41.182704,-8.600058,41.237226,-8.670186,3521844,3542906
1377101066620000426,2013-08-22,00:04:26,2013-08-22,00:09:11,41.150286,-8.606988,41.14683,-8.620065,3510347,3508428
1377101087620000044,2013-08-22,00:04:47,2013-08-22,00:16:32,41.14602,-8.612595,41.166018,-8.623638,3508430,3516092
1377101114620000515,2013-08-22,00:05:14,2013-08-22,00:17:44,41.146128,-8.617617,41.155866,-8.601894,3508429,3512264
1377101144620000517,2013-08-22,00:05:44,2013-08-22,00:09:14,41.161482,-8.656812,41.154246,-8.649891,3514169,3510339
