userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1377360058620000451,2013-08-25,00:00:58,2013-08-25,00:12:43,41.160933,-8.628867,41.228424,-8.689653,3514175,3539071
1377360079620000539,2013-08-25,00:01:19,2013-08-25,00:10:19,41.144499,-8.606259,41.134986,-8.597331,3506515,3502685
1377360140620000426,2013-08-25,00:02:20,2013-08-25,00:09:50,41.146866,-8.606853,41.150916,-8.598771,3508431,3510349
1377360156620000017,2013-08-25,00:02:36,2013-08-25,00:07:51,41.174451,-8.626221,41.182155,-8.613603,3518007,3521842
1377360163620000252,2013-08-25,00:02:43,2013-08-25,00:07:28,41.177268,-8.6094,41.16555,-8.61471,3519927,3516094
1377360209620000408,2013-08-25,00:03:29,2013-08-25,00:08:14,41.153445,-8.569314,41.140791,-8.561538,3510355,3506524
1377360222620000598,2013-08-25,00:03:42,2013-08-25,00:12:42,41.145768,-8.610813,41.154516,-8.577828,3508430,3510353
1377360267620000577,2013-08-25,00:04:27,2013-08-25,00:13:27,41.171175,-8.597619,41.195277,-8.614116,3518013,3527590
1377360294620000338,2013-08-25,00:04:54,2013-08-25,00:08:54,41.151312,-8.609454,41.161113,-8.604063,3510347,3514180
1377360314620000589,2013-08-25,00:05:14,2013-08-25,00:17:29,41.145732,-8.610885,41.191668,-8.611461,3508430,3525674
1377360322620000483,2013-08-25,00:05:22,2013-08-25,00:10:07,41.145741,-8.610813,41.157612,-8.607681,3508430,3512263
1377360342620000157,2013-08-25,00:05:42,2013-08-25,00:22:27,41.151456,-8.670456,41.151708,-8.609733,3510334,3510347
1377360345620000494,2013-08-25,00:05:45,2013-08-25,00:25:45,41.148927,-8.672751,41.146632,-8.606979,3508418,3508431
1377360358620000351,2013-08-25,00:05:58,2013-08-25,00:15:13,41.144634,-8.606403,41.15511,-8.602758,3506515,3512264
1377360404620000280,2013-08-25,00:06:44,2013-08-25,00:16:29,41.182704,-8.600184,41.180895,-8.654238,3521844,3521834
1377360414620000429,2013-08-25,00:06:54,2013-08-25,00:19:24,41.141241,-8.613999,41.148747,-8.585667,3506514,3508435
1377360416620000686,2013-08-25,00:06:56,2013-08-25,00:20:56,41.140656,-8.615547,41.167224,-8.649504,3506513,3516087
1377360434620000129,2013-08-25,00:07:14,2013-08-25,00:20:14,41.141394,-8.614008,41.148954,-8.58582,3506514,3508435
1377360512620000497,2013-08-25,00:08:32,2013-08-25,00:23:17,41.154309,-8.649423,41.140926,-8.610165,3510339,3506514
1377360556620000039,2013-08-25,00:09:16,2013-08-25,00:21:46,41.154156,-8.673957,41.147199,-8.616555,3510334,3508429
1377360565620000140,2013-08-25,00:09:25,2013-08-25,00:15:25,41.14854,-8.585685,41.155938,-8.602479,3508435,3512264
1377360571620000476,2013-08-25,00:09:31,2013-08-25,00:12:01,41.167242,-8.649612,41.1624,-8.643555,3516087,3514172
1377360574620000359,2013-08-25,00:09:34,2013-08-25,00:17:19,41.144337,-8.641206,41.137119,-8.619318,3506508,3504597
1377360588620000076,2013-08-25,00:09:48,2013-08-25,00:17:33,41.140962,-8.61021,41.143293,-8.606736,3506514,3506515
1377360595620000621,2013-08-25,00:09:55,2013-08-25,00:13:40,41.161203,-8.604774,41.159367,-8.593074,3514180,3512266
1377360613620000171,2013-08-25,00:10:13,2013-08-25,00:22:28,41.167548,-8.596269,41.147802,-8.607762,3516097,3508431
1377360657620000426,2013-08-25,00:10:57,2013-08-25,00:21:42,41.150979,-8.598744,41.140989,-8.6148,3510349,3506514
1377360868620000648,2013-08-25,00:14:28,2013-08-25,00:24:43,41.148576,-8.585658,41.17509,-8.565687,3508435,3519935
1377360873620000206,2013-08-25,00:14:33,2013-08-25,00:18:33,41.154876,-8.630334,41.14917,-8.639028,3510342,3508425
1377360921620000608,2013-08-25,00:15:21,2013-08-25,00:47:06,41.166783,-8.613162,41.166378,-8.613054,3516094,3516094
1377360955620000251,2013-08-25,00:15:55,2013-08-25,00:26:40,41.182704,-8.600121,41.237172,-8.670186,3521844,3542906
1377360960620000239,2013-08-25,00:16:00,2013-08-25,00:28:45,41.142483,-8.619876,41.161482,-8.60382,3506513,3514180
1377361045620000192,2013-08-25,00:17:25,2013-08-25,00:35:25,41.140656,-8.61552,41.123826,-8.614701,3506513,3498850
1377361063620000419,2013-08-25,00:17:43,2013-08-25,00:24:28,41.145777,-8.610777,41.163318,-8.589402,3508430,3514183
1377361064620000074,2013-08-25,00:17:44,2013-08-25,00:26:44,41.189094,-8.583912,41.175549,-8.612892,3523764,3519926
1377361064620000258,2013-08-25,00:17:44,2013-08-25,00:25:14,41.159808,-8.639874,41.180913,-8.654256,3512257,3521834
1377361067620000451,2013-08-25,00:17:47,2013-08-25,00:25:17,41.222043,-8.685639,41.208408,-8.68842,3537155,3531407
1377361078620000503,2013-08-25,00:17:58,2013-08-25,00:22:13,41.168961,-8.650854,41.181777,-8.654328,3516086,3521834
1377361087620000044,2013-08-25,00:18:07,2013-08-25,00:32:07,41.175387,-8.627787,41.206356,-8.597016,3519923,3531425
1377361097620000452,2013-08-25,00:18:17,2013-08-25,00:24:47,41.182722,-8.600076,41.163723,-8.608653,3521844,3514179
1377361133620000038,2013-08-25,00:18:53,2013-08-25,00:23:38,41.148423,-8.609535,41.149026,-8.611794,3508431,3508430
1377361168620000662,2013-08-25,00:19:28,2013-08-25,00:41:13,41.182713,-8.59995,41.180589,-8.686746,3521845,3521827
1377361202620000067,2013-08-25,00:20:02,2013-08-25,00:32:02,41.172759,-8.612172,41.164137,-8.650458,3518010,3514170
1377361238620000201,2013-08-25,00:20:38,2013-08-25,00:25:38,41.147775,-8.608671,41.154408,-8.649882,3508431,3510339
1377361270620000054,2013-08-25,00:21:10,2013-08-25,00:29:25,41.180517,-8.582544,41.164281,-8.552106,3521848,3514190
1377361354620000137,2013-08-25,00:22:34,2013-08-25,00:41:19,41.164767,-8.583174,41.153418,-8.678664,3514184,3510333
1377361359620000060,2013-08-25,00:22:39,2013-08-25,00:45:09,41.170221,-8.658297,41.216796,-8.553654,3518001,3535266
1377361371620000520,2013-08-25,00:22:51,2013-08-25,00:32:51,41.141268,-8.614062,41.146758,-8.614872,3506514,3508430
1377361449620000347,2013-08-25,00:24:09,2013-08-25,00:27:09,41.159799,-8.639712,41.16204,-8.628858,3512257,3514175
1377361461620000611,2013-08-25,00:24:21,2013-08-25,00:35:06,41.154399,-8.613243,41.157801,-8.571159,3510346,3512270
1377361470620000480,2013-08-25,00:24:30,2013-08-25,00:36:00,41.155749,-8.672832,41.140557,-8.636004,3512250,3506509
1377361486620000156,2013-08-25,00:24:46,2013-08-25,00:36:16,41.140719,-8.615637,41.161392,-8.640891,3506513,3514172
1377361510620000389,2013-08-25,00:25:10,2013-08-25,00:44:10,41.1489,-8.657361,41.236902,-8.670042,3508421,3542906
1377361512620000217,2013-08-25,00:25:12,2013-08-25,00:48:42,41.177628,-8.582976,41.180895,-8.582931,3519932,3521848
1377361536620000076,2013-08-25,00:25:36,2013-08-25,00:42:21,41.144283,-8.607438,41.128272,-8.538435,3506515,3500781
1377361546620000549,2013-08-25,00:25:46,2013-08-25,00:36:01,41.146092,-8.612568,41.166927,-8.626797,3508430,3516091
1377361553620000450,2013-08-25,00:25:53,2013-08-25,00:41:53,41.151906,-8.677134,41.142465,-8.618193,3510333,3506513
1377361566620000142,2013-08-25,00:26:06,2013-08-25,00:53:36,41.140656,-8.61552,41.140575,-8.61588,3506513,3506513
1377361676620000607,2013-08-25,00:27:56,2013-08-25,00:35:41,41.15493,-8.630514,41.161491,-8.613018,3510342,3514178
1377361789620000184,2013-08-25,00:29:49,2013-08-25,00:38:19,41.144652,-8.606475,41.169132,-8.608887,3506515,3516095
1377361798620000518,2013-08-25,00:29:58,2013-08-25,00:39:13,41.154894,-8.630514,41.160087,-8.60373,3510342,3514180
1377361808620000391,2013-08-25,00:30:08,2013-08-25,00:36:38,41.148828,-8.672715,41.14998,-8.665632,3508418,3508419
1377361826620000625,2013-08-25,00:30:26,2013-08-25,00:44:41,41.141223,-8.613927,41.154336,-8.6499,3506514,3510339
1377361827620000509,2013-08-25,00:30:27,2013-08-25,00:36:42,41.149134,-8.599203,41.146794,-8.620011,3508433,3508428
1377361841620000296,2013-08-25,00:30:41,2013-08-25,00:42:56,41.17536,-8.627715,41.149494,-8.604702,3519923,3508432
1377361848620000163,2013-08-25,00:30:48,2013-08-25,00:38:18,41.160159,-8.643186,41.161212,-8.608275,3514172,3514179
1377361878620000372,2013-08-25,00:31:18,2013-08-25,00:39:33,41.154219,-8.649306,41.123043,-8.629965,3510339,3498847
1377361927620000502,2013-08-25,00:32:07,2013-08-25,00:40:52,41.15979,-8.639802,41.177241,-8.625015,3512257,3519923
1377362010620000243,2013-08-25,00:33:30,2013-08-25,00:43:15,41.148522,-8.585649,41.166027,-8.594766,3508435,3516098
1377362047620000068,2013-08-25,00:34:07,2013-08-25,01:14:52,41.148126,-8.605854,41.087331,-8.63712,3508431,3485433
1377362085620000005,2013-08-25,00:34:45,2013-08-25,00:45:15,41.141259,-8.613945,41.156451,-8.624043,3506514,3512260
1377362088620000013,2013-08-25,00:34:48,2013-08-25,00:59:33,41.1471,-8.660151,41.182542,-8.529687,3508420,3521859
1377362138620000904,2013-08-25,00:35:38,2013-08-25,00:45:08,41.145678,-8.61075,41.140584,-8.635851,3508430,3506509
1377362159620000596,2013-08-25,00:35:59,2013-08-25,01:18:14,41.176449,-8.613342,41.179374,-8.613135,3519926,3519926
1377362189620000524,2013-08-25,00:36:29,2013-08-25,00:46:44,41.154174,-8.64927,41.183388,-8.602452,3510339,3521844
1377362232620000687,2013-08-25,00:37:12,2013-08-25,00:42:57,41.163075,-8.584623,41.156991,-8.601984,3514184,3512264
1377362268620000612,2013-08-25,00:37:48,2013-08-25,00:45:33,41.154336,-8.649387,41.169231,-8.648685,3510339,3516087
1377362284620000343,2013-08-25,00:38:04,2013-08-25,00:43:04,41.154903,-8.630532,41.149413,-8.622747,3510342,3508428
1377362324620000604,2013-08-25,00:38:44,2013-08-25,00:42:29,41.150268,-8.606916,41.160438,-8.609436,3510347,3514179
1377362408620000198,2013-08-25,00:40:08,2013-08-25,00:57:38,41.142699,-8.574696,41.137227,-8.615403,3506522,3504597
1377362426620000503,2013-08-25,00:40:26,2013-08-25,00:43:56,41.180805,-8.654103,41.171049,-8.65179,3521834,3518002
1377362427620000516,2013-08-25,00:40:27,2013-08-25,00:48:27,41.154291,-8.649387,41.147343,-8.620866,3510339,3508428
1377362443620000546,2013-08-25,00:40:43,2013-08-25,00:56:13,41.17032,-8.620902,41.156757,-8.597178,3518008,3512265
1377362481620000521,2013-08-25,00:41:21,2013-08-25,00:45:21,41.154732,-8.628822,41.150259,-8.626995,3510343,3510343
1377362509620000497,2013-08-25,00:41:49,2013-08-25,00:53:19,41.143392,-8.621199,41.159889,-8.659917,3506512,3512253
1377362516620000611,2013-08-25,00:41:56,2013-08-25,00:50:11,41.162049,-8.575299,41.161428,-8.604666,3514185,3514180
1377362561620000338,2013-08-25,00:42:41,2013-08-25,01:07:41,41.159808,-8.597592,41.235975,-8.669763,3512265,3542907
1377362607620000080,2013-08-25,00:43:27,2013-08-25,00:51:27,41.143761,-8.621685,41.161401,-8.640549,3506512,3514172
1377362622620000129,2013-08-25,00:43:42,2013-08-25,01:04:12,41.143554,-8.586792,41.157414,-8.628156,3506519,3512259
1377362623620000525,2013-08-25,00:43:43,2013-08-25,00:54:43,41.157495,-8.608113,41.136048,-8.599266,3512263,3504601
1377362659620000126,2013-08-25,00:44:19,2013-08-25,00:51:49,41.147991,-8.619768,41.150934,-8.605998,3508429,3510347
1377362671620000602,2013-08-25,00:44:31,2013-08-25,00:48:01,41.169564,-8.589312,41.161203,-8.604864,3516099,3514180
1377362788620000345,2013-08-25,00:46:28,2013-08-25,00:52:58,41.151339,-8.609688,41.155461,-8.629983,3510347,3512259
1377362881620000594,2013-08-25,00:48:01,2013-08-25,00:59:31,41.16267,-8.658828,41.19156,-8.638128,3514169,3525669
1377362889620000435,2013-08-25,00:48:09,2013-08-25,01:09:09,41.149008,-8.671617,41.145921,-8.613675,3508418,3508430
1377362930620000111,2013-08-25,00:48:50,2013-08-25,00:56:35,41.150268,-8.607033,41.158206,-8.583705,3510347,3512268
1377362983620000480,2013-08-25,00:49:43,2013-08-25,01:01:58,41.164686,-8.601228,41.154984,-8.663175,3514180,3510336
1377362989620000434,2013-08-25,00:49:49,2013-08-25,01:02:19,41.149359,-8.611074,41.16339,-8.614152,3508430,3514178
1377363005620000398,2013-08-25,00:50:05,2013-08-25,00:52:20,41.15214,-8.654436,41.154282,-8.649981,3510338,3510339
1377363028620000051,2013-08-25,00:50:28,2013-08-25,01:02:43,41.141313,-8.614008,41.15439,-8.649873,3506514,3510339
