userid,pickupDate,pickuptime,pickoffDate,pickofftime,startLat,startLon,endLat,endLon,startGrid,endGrid
1376496006620000483,2013-08-15,00:00:06,2013-08-15,00:25:36,41.149827,-8.619471,41.237478,-8.670312,3508429,3542906
1376496008620000370,2013-08-15,00:00:08,2013-08-15,00:07:23,41.148549,-8.585622,41.163723,-8.599302,3508435,3514181
1376496012620000160,2013-08-15,00:00:12,2013-08-15,00:18:42,41.148486,-8.585631,41.229225,-8.619534,3508435,3539085
1376496018620000074,2013-08-15,00:00:18,2013-08-15,00:13:33,41.157342,-8.628264,41.169582,-8.603505,3512259,3516096
1376496037620000037,2013-08-15,00:00:37,2013-08-15,00:12:22,41.146119,-8.617635,41.155713,-8.608779,3508429,3512263
1376496043620000285,2013-08-15,00:00:43,2013-08-15,00:08:58,41.146101,-8.617626,41.149134,-8.626851,3508429,3508427
1376496049620000663,2013-08-15,00:00:49,2013-08-15,00:15:34,41.148486,-8.585658,41.154282,-8.608986,3508435,3510347
1376496052620000525,2013-08-15,00:00:52,2013-08-15,00:14:22,41.148549,-8.585622,41.151132,-8.619228,3508435,3510345
1376496059620000320,2013-08-15,00:00:59,2013-08-15,00:11:14,41.16087,-8.628822,41.146785,-8.615016,3514175,3508429
1376496074620000327,2013-08-15,00:01:14,2013-08-15,00:17:59,41.148882,-8.585613,41.237064,-8.670069,3508435,3542906
1376496076620000363,2013-08-15,00:01:16,2013-08-15,00:31:31,41.162904,-8.58096,41.16789,-8.59491,3514184,3516098
1376496084620000359,2013-08-15,00:01:24,2013-08-15,00:06:39,41.146218,-8.617671,41.155983,-8.61192,3508429,3512262
1376496131620000393,2013-08-15,00:02:11,2013-08-15,00:15:56,41.148567,-8.58564,41.227182,-8.63037,3508435,3539082
1376496133620000049,2013-08-15,00:02:13,2013-08-15,00:16:13,41.154921,-8.630694,41.165955,-8.594766,3510342,3516098
1376496137620000380,2013-08-15,00:02:17,2013-08-15,00:17:47,41.158926,-8.644149,41.154993,-8.609373,3512256,3510347
1376496156620000388,2013-08-15,00:02:36,2013-08-15,00:18:21,41.145741,-8.610732,41.164857,-8.65836,3508430,3514169
1376496168620000188,2013-08-15,00:02:48,2013-08-15,00:16:48,41.140647,-8.615583,41.148351,-8.606232,3506513,3508431
1376496185620000156,2013-08-15,00:03:05,2013-08-15,00:14:35,41.160915,-8.628813,41.148774,-8.585883,3514175,3508435
1376496192620000372,2013-08-15,00:03:12,2013-08-15,00:19:27,41.154156,-8.649423,41.121054,-8.665101,3510339,3498839
1376496193620000089,2013-08-15,00:03:13,2013-08-15,00:24:43,41.148558,-8.585613,41.17482,-8.645652,3508435,3518003
1376496227620000136,2013-08-15,00:03:47,2013-08-15,00:15:17,41.146281,-8.617608,41.149917,-8.606313,3508429,3508431
1376496228620000648,2013-08-15,00:03:48,2013-08-15,00:31:03,41.14845,-8.585631,41.161248,-8.640702,3508435,3514172
1376496234620000280,2013-08-15,00:03:54,2013-08-15,00:22:39,41.182704,-8.600193,41.144418,-8.606016,3521844,3506515
1376496238620000470,2013-08-15,00:03:58,2013-08-15,00:13:28,41.169852,-8.628813,41.154705,-8.64909,3516091,3510339
1376496242620000243,2013-08-15,00:04:02,2013-08-15,00:15:47,41.159097,-8.68338,41.170977,-8.670258,3512248,3517998
1376496262620000626,2013-08-15,00:04:22,2013-08-15,00:13:07,41.148477,-8.585631,41.182119,-8.609391,3508435,3521843
1376496273620000093,2013-08-15,00:04:33,2013-08-15,00:22:03,41.148585,-8.585649,41.236848,-8.670132,3508435,3542906
1376496289620000624,2013-08-15,00:04:49,2013-08-15,00:13:19,41.146767,-8.609364,41.160303,-8.628417,3508431,3514175
1376496294620000480,2013-08-15,00:04:54,2013-08-15,00:23:39,41.148,-8.619912,41.107572,-8.530677,3508429,3493118
1376496299620000199,2013-08-15,00:04:59,2013-08-15,00:22:59,41.148567,-8.585595,41.1489,-8.615934,3508435,3508429
1376496301620000273,2013-08-15,00:05:01,2013-08-15,00:20:46,41.148459,-8.585649,41.237145,-8.67015,3508435,3542906
1376496327620000324,2013-08-15,00:05:27,2013-08-15,00:14:57,41.150304,-8.607042,41.162949,-8.627562,3510347,3514175
